,Product Name,Images,Description,Original Price,Discounts,Discounted Price,Reviews
103,SAMSUNG Galaxy Book3 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XFG-KA2IN ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/s/e/f/-original-imahfu5n4hjfjejw.jpeg?q=70,"{'Processor': 'Intel Core i5 Processor (13th Gen)', 'RAM': '16 GB LPDDR4X RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': '1 Year Onsite Warranty'}","₹50,990",33% off,"₹99,990",4.3
104,ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Pro) E1404FA-NK321WS Thi...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/n/3/-original-imah2y2teghzh7xe.jpeg?q=70,"{'Processor': 'AMD Ryzen 3 Quad Core Processor', 'RAM': '8 GB LPDDR5 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '35.56 cm (14 Inch) Display', 'Warranty': '1 Year Onsite Warranty'}","₹55,990",25% off,"₹33,990",4.2
105,MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN /...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/f/y/-original-imagvyw9hqh6srxw.jpeg?q=70,"{'Processor': 'Intel Core i5 Processor (12th Gen)', 'RAM': '16 GB DDR4 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '35.56 cm (14 Inch) Display', 'Warranty': '1 Year Carry-in Warranty'}","₹1,16,990",18% off,"₹41,990",4.2
106,ASUS Vivobook S 15 OLED Intel Core i9 13th Gen 13900H - (16 GB/512 GB SSD/Windows 11 Pro) S5504VA-MA94...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/r/m/-original-imah3gugnhrgscky.jpeg?q=70,"{'Processor': 'Intel Core i9 Processor (13th Gen)', 'RAM': '16 GB LPDDR5 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': '1 Year Onsite Warranty'}","₹1,16,990",18% off,"₹94,990",4.5
107,ASUS Vivobook S 15 OLED Intel Core i9 13th Gen 13900H - (16 GB/512 GB SSD/Windows 11 Pro) S5504VA-MA94...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/n/j/-original-imah3gugbewpkhyh.jpeg?q=70,"{'Processor': 'Intel Core i9 Processor (13th Gen)', 'RAM': '16 GB LPDDR5 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': '1 Year Onsite Warranty'}","₹1,19,900",14% off,"₹94,990",4.5
108,Apple 2022 MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLXX3HN/A,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/b/n/-original-imagfdf4xnbyyxpa.jpeg?q=70,"{'Processor': 'Apple M2 Processor', 'RAM': '8 GB Unified Memory RAM', 'OS': 'Mac OS Operating System', 'SSD': '512 GB SSD', 'Display': '34.54 cm (13.6 Inch) Display', 'Warranty': 'Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player'}","₹83,990",40% off,"₹1,02,990",4.8
109,ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme - (16 GB/512 GB SSD/Windows 11 Home) RC71L-NH001W Handhel...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/y/u/rc71l-nh001w-handheld-gaming-pc-asus-original-imah3drvrbztyabq.jpeg?q=70,"{'Processor': 'AMD Ryzen Z1 Octa Core Processor', 'RAM': '16 GB LPDDR5 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '17.78 cm (7 Inch) Touchscreen Display', 'Warranty': '3 months Xbox Game Pass Ultimate Subscription Included'}","₹98,990",29% off,"₹49,990",4.5
110,ASUS Zenbook 14X OLED AMD Ryzen 7 Octa Core 5800HS - (16 GB/1 TB SSD/Windows 11 Home) UM5401QA-KM751WS...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/s/u/-original-imagqdrxypn25zdt.jpeg?q=70,"{'Processor': 'AMD Ryzen 7 Octa Core Processor', 'RAM': '16 GB LPDDR4X RAM', 'OS': 'Windows 11 Operating System', 'SSD': '1 TB SSD', 'Display': '35.56 cm (14 Inch) Display', 'Warranty': '1 Year Onsite Warranty'}","₹49,477",27% off,"₹69,990",4.4
111,DELL AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3525 Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/0/a/inspiron-3525-thin-and-light-laptop-dell-original-imagtyx3wyh2mgzs.jpeg?q=70,"{'Processor': 'AMD Ryzen 5 Hexa Core Processor', 'RAM': '8 GB DDR4 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': '1 Year Onsite Hardware Service'}","₹81,999",32% off,"₹35,990",3.9
112,Acer Swift Go 14 2024 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41 Thin a...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/9/p/a/-original-imah3hbtadfhadhy.jpeg?q=70,"{'Processor': 'AMD Ryzen 7 Octa Core Processor', 'RAM': '16 GB LPDDR4X RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '35.56 cm (14 Inch) Display', 'Warranty': '1 Year Carry-in Warranty'}","₹56,990",40% off,"₹54,990",4.5
113,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/n/j/x1502za-ej953ws-thin-and-light-laptop-asus-original-imah42fta8gfzz3y.jpeg?q=70,"{'Processor': 'Intel Core i3 Processor (12th Gen)', 'RAM': '8 GB DDR4 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': '1 Year Onsite Warranty'}","₹78,590",17% off,"₹33,990",4.2
114,Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) 14IAH8 Thin and...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/w/a/-original-imahfbdneewtky4e.jpeg?q=70,"{'Processor': 'Intel Core i5 Processor (12th Gen)', 'RAM': '16 GB LPDDR5 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '1 TB SSD', 'Display': '35.56 cm (14 Inch) Display', 'Warranty': '1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection'}","₹99,900",5% off,"₹64,490",4.1
115,Apple 2022 MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/c/a/-original-imagfdfpnjjpdhq2.jpeg?q=70,"{'Processor': 'Apple M2 Processor', 'RAM': '8 GB Unified Memory RAM', 'OS': 'Mac OS Operating System', 'SSD': '256 GB SSD', 'Display': '34.54 cm (13.6 Inch) Display', 'Warranty': 'Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player'}","₹87,990",32% off,"₹93,990",4.7
116,MSI Modern 15 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-288IN T...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/l/t/-original-imagvyw9aaajungf.jpeg?q=70,"{'Processor': 'Intel Core i7 Processor (13th Gen)', 'RAM': '16 GB DDR4 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': '1 Year Carry-in Warranty'}","₹93,999",39% off,"₹58,990",4.2
117,Acer Swift Go 14 EVO OLED (2024) Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SF...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/e/f/sfg14-71-58ub-thin-and-light-laptop-acer-original-imah42fqux87wwzm.jpeg?q=70,"{'Processor': 'Intel Core i5 Processor (13th Gen)', 'RAM': '16 GB LPDDR5 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '35.56 cm (14 Inch) Display', 'Warranty': '1 Year Onsite Warranty'}","₹43,790",36% off,"₹56,990",4.3
118,Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/i/e/15amn7-thin-and-light-laptop-lenovo-original-imagsvykgkecffgr.jpeg?q=70,"{'Processor': 'AMD Athlon Dual Core Processor', 'RAM': '8 GB LPDDR5 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 inch) Display', 'Warranty': '1 Year Carry-in Warranty'}","₹66,990",40% off,"₹27,990",4.2
119,ASUS Vivobook Go 15 (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/u/p/-original-imagpxgrxrqsmdqz.jpeg?q=70,"{'Processor': 'AMD Ryzen 5 Quad Core Processor', 'RAM': '8 GB LPDDR5 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': '1 Year Onsite Warranty'}",,,"₹39,990",4.2
120,MSI Modern 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-818IN T...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/o/c/-original-imagz92r9dtjjreg.jpeg?q=70,"{'Processor': 'Intel Core i5 Processor (12th Gen)', 'RAM': '8 GB DDR4 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': '1 Year Carry-in Warranty'}","₹54,990",27% off,"₹39,990",4.2
121,Infinix Y4 Max Series Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/i/b/inbook-y4-max-core-i5-thin-and-light-laptop-infinix-original-imahfqhxk2xgbwzz.jpeg?q=70,"{'Processor': 'Intel Core i5 Processor (13th Gen)', 'RAM': '16 GB LPDDR4X RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '40.64 cm (16 inch) Display', 'Warranty': 'NA'}","₹64,990",33% off,"₹42,990",4.2
122,AXL Intel Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/6/x/5/vayu-book-thin-and-light-laptop-axl-original-imagq42brczpgczx.jpeg?q=70,"{'Processor': 'Intel Celeron Dual Core Processor', 'RAM': '4 GB DDR4 RAM', 'OS': 'Windows 11 Home Operating System', 'SSD': '256 GB SSD', 'Display': '39.62 cm (15.6 inch) Display', 'Warranty': '1 Year'}","₹33,990",52% off,"₹15,990",3.4
123,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/n/j/x1502za-ej953ws-thin-and-light-laptop-asus-original-imah42fta8gfzz3y.jpeg?q=70,"{'Processor': 'Intel Core i3 Processor (12th Gen)', 'RAM': '8 GB DDR4 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': '1 Year Onsite Warranty'}","₹56,990",40% off,"₹33,990",4.2
124,Acer Travelmate Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) TMP214-53 Thin and ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/h/g/-original-imagu85ducxdrmeu.jpeg?q=70,"{'Processor': 'Intel Core i5 Processor (11th Gen)', 'RAM': '16 GB DDR4 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '35.56 cm (14 inch) Display', 'Warranty': '1 Year Onsite Warranty'}","₹72,356",48% off,"₹36,990",3.9
125,ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504F...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/k/k/-original-imagpxgru35rbzwz.jpeg?q=70,"{'Processor': 'AMD Ryzen 5 Quad Core Processor', 'RAM': '8 GB LPDDR5 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': '1 Year Onsite Warranty'}","₹74,990",37% off,"₹46,990",4.4
126,Acer Swift Go 14 EVO OLED (2024) Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SF...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/e/f/sfg14-71-58ub-thin-and-light-laptop-acer-original-imah42fqux87wwzm.jpeg?q=70,"{'Processor': 'Intel Core i5 Processor (13th Gen)', 'RAM': '16 GB LPDDR5 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '35.56 cm (14 Inch) Display', 'Warranty': '1 Year Onsite Warranty'}","₹93,999",39% off,"₹56,990",4.3
127,HP 2023 Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/t/4/15s-fq5330tu-thin-and-light-laptop-hp-original-imah4f9grg2wavrp.jpeg?q=70,"{'Processor': 'Intel Core i5 Processor (12th Gen)', 'RAM': '8 GB DDR4 RAM', 'OS': '64 bit Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': '1 Year Onsite Warranty'}","₹70,064",30% off,"₹48,990",4.2
128,Apple 2022 MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/n/p/-original-imagfdfew8gszzhk.jpeg?q=70,"{'Processor': 'Apple M2 Processor', 'RAM': '8 GB Unified Memory RAM', 'OS': 'Mac OS Operating System', 'SSD': '256 GB SSD', 'Display': '34.54 cm (13.6 Inch) Display', 'Warranty': 'Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player'}","₹99,900",5% off,"₹93,990",4.7
129,Acer Aspire 3 Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) A324-51 Thin and Light L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/e/h/-original-imahfepeq5vsznuh.jpeg?q=70,"{'Processor': 'Intel Core i7 Processor (12th Gen)', 'RAM': '16 GB DDR4 RAM', 'OS': '64 bit Windows 11 Operating System', 'SSD': '1 TB SSD', 'Display': '35.56 cm (14 Inch) Display', 'Warranty': '1 Year Domestic Warranty'}","₹68,000",17% off,"₹55,990",4.7
130,Acer Predator Neo (2024) Intel Core i5 13th Gen 13500HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graph...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/m/u/phn16-71-gaming-laptop-acer-original-imah3d3dsyyhqjtg.jpeg?q=70,"{'Processor': 'Intel Core i5 Processor (13th Gen)', 'RAM': '16 GB DDR5 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '40.64 cm (16 Inch) Display', 'Warranty': '1 Year International Travelers Warranty (ITW)'}","₹1,29,999",26% off,"₹94,990",4.4
131,Lenovo LOQ (2024) AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/r/w/-original-imah2h5m6ykrzarz.jpeg?q=70,"{'Processor': 'AMD Ryzen 5 Quad Core Processor', 'RAM': '12 GB DDR5 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': '1Yr Warranty and 1 Yr Accidental Damage Protection'}","₹87,990",27% off,"₹63,490",4.3
132,HP 15s (2024) AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Li...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/c/n/15s-eq2143au-thin-and-light-laptop-hp-original-imah3bdpdtcufjfz.jpeg?q=70,"{'Processor': 'AMD Ryzen 3 Quad Core Processor', 'RAM': '8 GB DDR4 RAM', 'OS': '64 bit Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 inch) Display', 'Warranty': 'Microsoft Office 2019 & Office 365, HP Documentation, HP BIOS recovery, HP Smart'}","₹48,286",32% off,"₹32,490",4.2
133,ZEBRONICS Pro Series Y Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 2S Th...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/s/p/n/-original-imagxqetzpemafuw.jpeg?q=70,"{'Processor': 'Intel Core i5 Processor (11th Gen)', 'RAM': '8 GB LPDDR4X RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 inch) Display', 'Warranty': '1 Year Carry-in Warranty'}","₹48,999",45% off,"₹26,490",3.8
134,DELL Inspiron Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/o/h/inspiron-3530-thin-and-light-laptop-dell-original-imagx7z26ssh3f2c.jpeg?q=70,"{'Processor': 'Intel Core i7 Processor (13th Gen)', 'RAM': '16 GB DDR4 RAM', 'OS': '64 bit Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 inch) Display', 'Warranty': 'Windows 11, Microsoft Office'}","₹89,815",22% off,"₹69,650",4.2
135,Acer Swift Go 14 OLED 2024 EVO Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/6/g/-original-imah2ky32kewhazd.jpeg?q=70,"{'Processor': 'Intel Core i7 Processor (13th Gen)', 'RAM': '16 GB LPDDR5 RAM', 'OS': '64 bit Windows 11 Home Operating System', 'SSD': '1 TB SSD', 'Display': '35.56 cm (14 inch) Display', 'Warranty': '1 Year Warranty'}","₹1,10,999",35% off,"₹71,990",4.3
136,SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGK-KG1IN / NP750XGK-L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/a/i/-original-imah3xrqynsnbwqx.jpeg?q=70,"{'Processor': 'Intel Core 5 Processor', 'RAM': '8 GB LPDDR4X RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': '1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories'}","₹86,239",25% off,"₹63,990",4.2
137,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/2/s/-original-imah2ger8qjev3sj.jpeg?q=70,"{'Processor': 'Intel Core i3 Processor (12th Gen)', 'RAM': '8 GB DDR4 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': '1-year warranty'}","₹54,990",32% off,"₹36,990",4.2
138,DELL Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/4/k/i/inspiron-3530-thin-and-light-laptop-dell-original-imahyg9g9dnpgqks.jpeg?q=70,"{'Processor': 'Intel Core i5 Processor (13th Gen)', 'RAM': '8 GB DDR4 RAM', 'OS': '64 bit Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 inch) Display', 'Warranty': '1 Year Onsite Hardware Service'}","₹66,508",24% off,"₹49,990",4.4
139,Apple 2022 MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/b/n/-original-imagfdf4xnbyyxpa.jpeg?q=70,"{'Processor': 'Apple M2 Processor', 'RAM': '8 GB Unified Memory RAM', 'OS': 'Mac OS Operating System', 'SSD': '256 GB SSD', 'Display': '34.54 cm (13.6 Inch) Display', 'Warranty': 'Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player'}","₹99,900",5% off,"₹93,990",4.7
140,"ASUS Vivobook S 15 OLED (2024) - AI Powered, Intel EVO H-Series, Intel Core Ultra 5 125H - (16 GB/1 TB...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/z/w/-original-imahf2czgwyqbadc.jpeg?q=70,"{'Processor': 'Intel Core Ultra 5 Processor', 'RAM': '16 GB LPDDR5X RAM', 'OS': 'Windows 11 Operating System', 'SSD': '1 TB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': 'Microsoft Office Home & Student 2021'}","₹1,06,990",9% off,"₹96,990",4.6
141,HP Pavilion Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/g/k/14-dv2015tu-thin-and-light-laptop-hp-original-imah4fv5rggwsyvz.jpeg?q=70,"{'Processor': 'Intel Core i7 Processor (12th Gen)', 'RAM': '16 GB DDR4 RAM', 'OS': '64 bit Windows 11 Operating System', 'SSD': '1 TB SSD', 'Display': '35.56 cm (14 inch) Display', 'Warranty': 'Microsoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart'}","₹93,261",17% off,"₹76,999",4.2
142,Thomson Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) IN-PX14C Thin and Light Lapt...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/j/a/-original-imah25h7p7gpyxac.jpeg?q=70,"{'Processor': 'Intel Celeron Dual Core Processor', 'RAM': '4 GB LPDDR4 RAM', 'OS': '64 bit Windows 11 Operating System', 'SSD': '128 GB SSD', 'Display': '35.81 cm (14.1 inch) Display', 'Warranty': '1 Year Onsite Warranty'}","₹24,990",34% off,"₹16,490",3.1
143,HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/z/z/15s-fy5003tu-thin-and-light-laptop-hp-original-imah42fxhqj4tw9b.jpeg?q=70,"{'Processor': 'Intel Core i3 Processor (12th Gen)', 'RAM': '8 GB DDR4 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': '1 Year Onsite Warranty'}","₹51,266",27% off,"₹36,990",4.3
144,DELL Vostro Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Thin and Ligh...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/l/h/vostro-3520-thin-and-light-laptop-dell-original-imah3chqs44dvvxb.jpeg?q=70,"{'Processor': 'Intel Core i3 Processor (12th Gen)', 'RAM': '8 GB DDR4 RAM', 'OS': '64 bit Windows 11 Home Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 inch) Display', 'Warranty': 'Office Home & Student 2021'}","₹49,198",22% off,"₹37,890",3.9
145,Acer Aspire 3 Spin 14 Intel Core i3 13th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) A3SP14-31PT-3554...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/y/d/a3sp14-31pt-thin-and-light-laptop-acer-original-imah4fuzhfnbrmqk.jpeg?q=70,"{'Processor': 'Intel Core i3 Processor (13th Gen)', 'RAM': '8 GB LPDDR5 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '35.56 cm (14 inch) Touchscreen Display', 'Warranty': '1 Year Onsite Warranty'}","₹55,999",25% off,"₹41,990",4.2
146,AXL Intel Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/6/x/5/vayu-book-thin-and-light-laptop-axl-original-imagq42brczpgczx.jpeg?q=70,"{'Processor': 'Intel Celeron Dual Core Processor', 'RAM': '4 GB DDR4 RAM', 'OS': 'Windows 11 Home Operating System', 'SSD': '256 GB SSD', 'Display': '39.62 cm (15.6 inch) Display', 'Warranty': '1 Year'}","₹33,990",52% off,"₹15,990",3.4
147,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/n/j/x1502za-ej953ws-thin-and-light-laptop-asus-original-imah42fta8gfzz3y.jpeg?q=70,"{'Processor': 'Intel Core i3 Processor (12th Gen)', 'RAM': '8 GB DDR4 RAM', 'OS': 'Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch) Display', 'Warranty': '1 Year Onsite Warranty'}","₹56,990",40% off,"₹33,990",4.2
148,DELL Inspiron 15 AMD Ryzen 5 Quad Core 5500u - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin an...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/m/n/inspiron-3525-thin-and-light-laptop-dell-original-imah3wgfb5kn8xph.jpeg?q=70,"{'Processor': 'AMD Ryzen 5 Quad Core Processor', 'RAM': '8 GB DDR4 RAM', 'OS': '64 bit Windows 11 Operating System', 'SSD': '512 GB SSD', 'Display': '39.62 cm (15.6 inch) Display', 'Warranty': 'Microsoft Office Home and Student 2021, Windows 11 Home, Single Langua ge English, McAfee(R) Multi Device Securit y 15 month subscription'}","₹54,300",26% off,"₹39,890",4.1
